Date,Country,Daily Cases,Daily Deaths,Daily Recovered,Total Cases,Total Deaths,Total Recovered
2024-05-20,Russia,9251,191,9103,26194677,471397,25949090
2024-05-19,Russia,13133,1675,12650,26207810,473072,25961740
2024-05-18,Russia,32367,1671,32104,26240177,474743,25993844
2024-05-17,Russia,21639,1842,21522,26261816,476585,26015366
2024-05-16,Russia,4833,1842,4523,26266649,478427,26019889
2024-05-15,Russia,8951,1038,8558,26275600,479465,26028447
2024-05-14,Russia,25615,461,25601,26301215,479926,26054048
2024-05-13,Russia,44932,1457,44482,26346147,481383,26098530
2024-05-12,Russia,15244,1228,15094,26361391,482611,26113624
2024-05-11,Russia,22081,1777,21808,26383472,484388,26135432
2024-05-10,Russia,36373,745,36158,26419845,485133,26171590
2024-05-09,Russia,38292,1467,37908,26458137,486600,26209498
2024-05-08,Russia,48173,440,47689,26506310,487040,26257187
2024-05-07,Russia,35455,1466,35085,26541765,488506,26292272
2024-05-06,Russia,13345,1918,13197,26555110,490424,26305469
2024-05-05,Russia,24247,1737,24049,26579357,492161,26329518
2024-05-04,Russia,40672,1742,40176,26620029,493903,26369694
2024-05-03,Russia,48538,208,48297,26668567,494111,26417991
2024-05-02,Russia,34795,75,34695,26703362,494186,26452686
2024-05-01,Russia,33487,1643,33468,26736849,495829,26486154
2024-04-30,Russia,18475,582,18236,26755324,496411,26504390
2024-04-29,Russia,49646,165,49225,26804970,496576,26553615
2024-04-28,Russia,35098,973,34873,26840068,497549,26588488
2024-04-27,Russia,39604,616,39384,26879672,498165,26627872
2024-04-26,Russia,23983,1407,23944,26903655,499572,26651816
2024-04-25,Russia,44264,1070,43817,26947919,500642,26695633
2024-04-24,Russia,29185,54,29119,26977104,500696,26724752
2024-04-23,Russia,17791,1449,17320,26994895,502145,26742072
2024-04-22,Russia,32565,1441,32363,27027460,503586,26774435
2024-04-21,Russia,29291,316,29084,27056751,503902,26803519
2024-04-20,Russia,12062,511,11564,27068813,504413,26815083
2024-04-19,Russia,11504,539,11019,27080317,504952,26826102
2024-04-18,Russia,22908,355,22888,27103225,505307,26848990
2024-04-17,Russia,36736,1183,36521,27139961,506490,26885511
2024-04-16,Russia,14861,51,14711,27154822,506541,26900222
2024-04-15,Russia,34587,1445,34197,27189409,507986,26934419
2024-04-14,Russia,31292,321,31182,27220701,508307,26965601
2024-04-13,Russia,44440,1515,44025,27265141,509822,27009626
2024-04-12,Russia,32903,1679,32836,27298044,511501,27042462
2024-04-11,Russia,22526,1821,22044,27320570,513322,27064506
2024-04-10,Russia,3922,34,3814,27324492,513356,27068320
2024-04-09,Russia,14035,364,13721,27338527,513720,27082041
2024-04-08,Russia,18368,355,18232,27356895,514075,27100273
2024-04-07,Russia,4636,1796,4247,27361531,515871,27104520
2024-04-06,Russia,39437,1185,39232,27400968,517056,27143752
2024-04-05,Russia,44517,44,44387,27445485,517100,27188139
2024-04-04,Russia,37512,764,37150,27482997,517864,27225289
2024-04-03,Russia,28633,842,28353,27511630,518706,27253642
2024-04-02,Russia,24515,1026,24105,27536145,519732,27277747
2024-04-01,Russia,34823,1003,34335,27570968,520735,27312082
2024-03-31,Russia,22340,832,22219,27593308,521567,27334301
2024-03-30,Russia,1118,1852,621,27594426,523419,27334922
2024-03-29,Russia,47883,1835,47436,27642309,525254,27382358
2024-03-28,Russia,23566,719,23187,27665875,525973,27405545
2024-03-27,Russia,30328,1285,29920,27696203,527258,27435465
2024-03-26,Russia,41457,957,41429,27737660,528215,27476894
2024-03-25,Russia,20456,1352,20164,27758116,529567,27497058
2024-03-24,Russia,47370,882,47106,27805486,530449,27544164
2024-03-23,Russia,43843,840,43606,27849329,531289,27587770
2024-03-22,Russia,11070,1344,10725,27860399,532633,27598495
2024-03-21,Russia,11334,1884,10856,27871733,534517,27609351
2024-03-20,Russia,1243,1965,898,27872976,536482,27610249
2024-03-19,Russia,3111,1570,2873,27876087,538052,27613122
2024-03-18,Russia,35227,740,35140,27911314,538792,27648262
2024-03-17,Russia,46871,69,46732,27958185,538861,27694994
2024-03-16,Russia,7916,670,7828,27966101,539531,27702822
2024-03-15,Russia,17478,766,17038,27983579,540297,27719860
2024-03-14,Russia,9685,173,9355,27993264,540470,27729215
2024-03-13,Russia,49142,122,48861,28042406,540592,27778076
2024-03-12,Russia,1130,1720,701,28043536,542312,27778777
2024-03-11,Russia,5015,857,4818,28048551,543169,27783595
2024-03-10,Russia,20459,1335,20286,28069010,544504,27803881
2025-03-09,UK,7958,1177,7813,11861775,95882,11766925
2025-03-08,UK,20465,1266,20253,11882240,97148,11787178
2025-03-07,UK,18067,388,17946,11900307,97536,11805124
2025-03-06,UK,43582,1766,43159,11943889,99302,11848283
2025-03-05,UK,13724,1567,13334,11957613,100869,11861617
2025-03-04,UK,37018,549,36589,11994631,101418,11898206
2025-03-03,UK,22997,71,22703,12017628,101489,11920909
2025-03-02,UK,21411,477,21347,12039039,101966,11942256
2025-03-01,UK,33960,1114,33745,12072999,103080,11976001
2025-02-28,UK,13058,1482,12755,12086057,104562,11988756
2025-02-27,UK,39926,247,39555,12125983,104809,12028311
2025-02-26,UK,15666,1469,15279,12141649,106278,12043590
2025-02-25,UK,14896,1944,14866,12156545,108222,12058456
2025-02-24,UK,4273,1739,3916,12160818,109961,12062372
2025-02-23,UK,6618,206,6529,12167436,110167,12068901
2025-02-22,UK,45807,1955,45362,12213243,112122,12114263
2025-02-21,UK,23703,387,23452,12236946,112509,12137715
2025-02-20,UK,35114,1474,34911,12272060,113983,12172626
2025-02-19,UK,4665,1114,4417,12276725,115097,12177043
2025-02-18,UK,14792,1564,14395,12291517,116661,12191438
2025-02-17,UK,46431,309,46192,12337948,116970,12237630
2025-02-16,UK,4203,1042,3829,12342151,118012,12241459
2025-02-15,UK,27370,607,27001,12369521,118619,12268460
2025-02-14,UK,47918,435,47764,12417439,119054,12316224
2025-02-13,UK,4567,332,4079,12422006,119386,12320303
2025-02-12,UK,1374,973,990,12423380,120359,12321293
2025-02-11,UK,29368,1728,29138,12452748,122087,12350431
2025-02-10,UK,46128,837,45856,12498876,122924,12396287
2025-02-09,UK,14235,1667,13810,12513111,124591,12410097
2025-02-08,UK,20589,1170,20217,12533700,125761,12430314
2025-02-07,UK,29604,1233,29406,12563304,126994,12459720
2025-02-06,UK,38816,11,38706,12602120,127005,12498426
2025-02-05,UK,9624,214,9211,12611744,127219,12507637
2025-02-04,UK,36237,707,35904,12647981,127926,12543541
2025-02-03,UK,25136,1182,24891,12673117,129108,12568432
2025-02-02,UK,30053,473,29831,12703170,129581,12598263
2025-02-01,UK,1714,124,1353,12704884,129705,12599616
2025-01-31,UK,30119,482,29918,12735003,130187,12629534
2025-01-30,UK,24750,1045,24257,12759753,131232,12653791
2025-01-29,UK,42198,347,42179,12801951,131579,12695970
2025-01-28,UK,38175,1270,37969,12840126,132849,12733939
2025-01-27,UK,10736,1544,10726,12850862,134393,12744665
2025-01-26,UK,30520,1509,30178,12881382,135902,12774843
2025-01-25,UK,35664,80,35489,12917046,135982,12810332
2025-01-24,UK,46067,467,45766,12963113,136449,12856098
2025-01-23,UK,21090,322,20646,12984203,136771,12876744
2025-01-22,UK,15616,704,15446,12999819,137475,12892190
2025-01-21,UK,44944,811,44724,13044763,138286,12936914
2025-01-20,UK,6921,538,6537,13051684,138824,12943451
2025-01-19,UK,29965,1896,29643,13081649,140720,12973094
2025-01-18,UK,4738,920,4721,13086387,141640,12977815
2025-01-17,UK,47205,813,46771,13133592,142453,13024586
2025-01-16,UK,12649,208,12271,13146241,142661,13036857
2025-01-15,UK,49599,1905,49100,13195840,144566,13085957
2025-01-14,UK,21363,1277,20981,13217203,145843,13106938
2025-01-13,UK,2408,1345,1913,13219611,147188,13108851
2025-01-12,UK,14187,1027,13893,13233798,148215,13122744
2025-01-11,UK,40997,446,40776,13274795,148661,13163520
2025-01-10,UK,17009,1858,16793,13291804,150519,13180313
2025-01-09,UK,31242,311,30880,13323046,150830,13211193
2025-01-08,UK,8824,1432,8489,13331870,152262,13219682
2025-01-07,UK,33376,1970,33230,13365246,154232,13252912
2025-01-06,UK,4690,1252,4551,13369936,155484,13257463
2025-01-05,UK,33274,694,32956,13403210,156178,13290419
2025-01-04,UK,40834,682,40810,13444044,156860,13331229
2025-01-03,UK,37148,1387,36749,13481192,158247,13367978
2025-01-02,UK,30881,706,30571,13512073,158953,13398549
2025-01-01,UK,25773,1751,25282,13537846,160704,13423831
2024-12-31,UK,21435,482,21264,13559281,161186,13445095
2024-12-30,UK,40946,98,40569,13600227,161284,13485664
2024-12-29,UK,33947,667,33602,13634174,161951,13519266
2024-12-28,UK,15437,1956,15361,13649611,163907,13534627
2024-12-27,UK,37602,102,37403,13687213,164009,13572030
2024-12-26,UK,39815,1667,39722,13727028,165676,13611752
2024-12-25,UK,41645,1831,41640,13768673,167507,13653392
2024-12-24,UK,20834,166,20658,13789507,167673,13674050
2024-12-23,UK,26064,1683,25957,13815571,169356,13700007
2024-12-22,UK,12514,954,12022,13828085,170310,13712029
2024-12-21,UK,26171,477,25904,13854256,170787,13737933
2024-12-20,UK,28124,1721,27889,13882380,172508,13765822
2024-12-19,UK,49781,516,49490,13932161,173024,13815312
2024-12-18,UK,30974,410,30777,13963135,173434,13846089
2024-12-17,UK,21726,1973,21248,13984861,175407,13867337
2024-12-16,UK,16476,797,16001,14001337,176204,13883338
2024-12-15,UK,29040,582,28835,14030377,176786,13912173
2024-12-14,UK,21831,712,21400,14052208,177498,13933573
2024-12-13,UK,49426,240,49068,14101634,177738,13982641
2024-12-12,UK,46740,130,46423,14148374,177868,14029064
2024-12-11,UK,10024,535,9980,14158398,178403,14039044
2024-12-10,UK,25397,1989,25318,14183795,180392,14064362
2024-12-09,UK,27060,16,26607,14210855,180408,14090969
2024-12-08,UK,22129,242,21644,14232984,180650,14112613
2024-12-07,UK,40663,84,40183,14273647,180734,14152796
2024-12-06,UK,9472,790,9265,14283119,181524,14162061
2024-12-05,UK,29489,885,29225,14312608,182409,14191286
2024-12-04,UK,26176,1630,26065,14338784,184039,14217351
2024-12-03,UK,11508,151,11341,14350292,184190,14228692
2024-12-02,UK,33724,1596,33511,14384016,185786,14262203
2024-12-01,UK,47148,693,46968,14431164,186479,14309171
2024-11-30,UK,39942,1338,39523,14471106,187817,14348694
2024-11-29,UK,48187,333,47816,14519293,188150,14396510
2024-11-28,UK,22493,1136,22347,14541786,189286,14418857
2024-11-27,UK,15830,1984,15384,14557616,191270,14434241
2024-11-26,UK,39064,814,38884,14596680,192084,14473125
2024-11-25,UK,14024,1142,13986,14610704,193226,14487111
2024-11-24,UK,25093,1423,24810,14635797,194649,14511921
2024-11-23,UK,5353,1857,5111,14641150,196506,14517032
2024-11-22,UK,11690,787,11656,14652840,197293,14528688
2024-11-21,UK,42497,1788,42063,14695337,199081,14570751
2024-11-20,UK,30776,467,30711,14726113,199548,14601462
2024-11-19,UK,40277,1239,39937,14766390,200787,14641399
2024-11-18,UK,40491,136,40252,14806881,200923,14681651
2024-11-17,UK,11524,235,11173,14818405,201158,14692824
2024-11-16,UK,40224,1819,40014,14858629,202977,14732838
2024-11-15,UK,24212,1666,23805,14882841,204643,14756643
2024-11-14,UK,644,1999,330,14883485,206642,14756973
2024-11-13,UK,5263,828,5029,14888748,207470,14762002
2024-11-12,UK,1557,1344,1110,14890305,208814,14763112
2024-11-11,UK,36730,885,36560,14927035,209699,14799672
2024-11-10,UK,35855,377,35708,14962890,210076,14835380
2024-11-09,UK,35820,401,35731,14998710,210477,14871111
2024-11-08,UK,48773,801,48380,15047483,211278,14919491
2024-11-07,UK,8023,1666,7845,15055506,212944,14927336
2024-11-06,UK,1507,420,1172,15057013,213364,14928508
2024-11-05,UK,13542,319,13437,15070555,213683,14941945
2024-11-04,UK,6802,360,6537,15077357,214043,14948482
2024-11-03,UK,23926,956,23579,15101283,214999,14972061
2024-11-02,UK,25322,1343,24961,15126605,216342,14997022
2024-11-01,UK,620,50,496,15127225,216392,14997518
2024-10-31,UK,9708,201,9632,15136933,216593,15007150
2024-10-30,UK,13839,1342,13414,15150772,217935,15020564
2024-10-29,UK,42226,1445,42081,15192998,219380,15062645
2024-10-28,UK,38142,1442,37927,15231140,220822,15100572
2024-10-27,UK,21093,1651,20834,15252233,222473,15121406
2024-10-26,UK,30404,408,30155,15282637,222881,15151561
2024-10-25,UK,22343,895,22129,15304980,223776,15173690
2024-10-24,UK,30020,1020,29738,15335000,224796,15203428
2024-10-23,UK,49752,1969,49378,15384752,226765,15252806
2024-10-22,UK,34973,1035,34943,15419725,227800,15287749
2024-10-21,UK,20480,1699,20058,15440205,229499,15307807
2024-10-20,UK,40925,757,40465,15481130,230256,15348272
2024-10-19,UK,40656,427,40342,15521786,230683,15388614
2024-10-18,UK,39301,1962,39066,15561087,232645,15427680
2024-10-17,UK,39138,914,38961,15600225,233559,15466641
2024-10-16,UK,2868,1961,2751,15603093,235520,15469392
2024-10-15,UK,5524,1280,5514,15608617,236800,15474906
2024-10-14,UK,42532,887,42505,15651149,237687,15517411
2024-10-13,UK,7465,807,7167,15658614,238494,15524578
2024-10-12,UK,42224,1429,42194,15700838,239923,15566772
2024-10-11,UK,33541,424,33118,15734379,240347,15599890
2024-10-10,UK,23750,639,23486,15758129,240986,15623376
2024-10-09,UK,46120,1875,45853,15804249,242861,15669229
2024-10-08,UK,5850,1730,5765,15810099,244591,15674994
2024-10-07,UK,37057,1068,36849,15847156,245659,15711843
2024-10-06,UK,36614,1252,36410,15883770,246911,15748253
2024-10-05,UK,41455,1860,41049,15925225,248771,15789302
2024-10-04,UK,33224,1887,32751,15958449,250658,15822053
2024-10-03,UK,9571,441,9165,15968020,251099,15831218
2024-10-02,UK,35799,661,35665,16003819,251760,15866883
2024-10-01,UK,49886,1319,49775,16053705,253079,15916658
2024-09-30,UK,16118,1508,15998,16069823,254587,15932656
2024-09-29,UK,28517,592,28310,16098340,255179,15960966
2024-09-28,UK,27790,1445,27606,16126130,256624,15988572
2024-09-27,UK,26384,944,26105,16152514,257568,16014677
2024-09-26,UK,10328,1350,10294,16162842,258918,16024971
2024-09-25,UK,34409,45,34292,16197251,258963,16059263
2024-09-24,UK,3606,201,3372,16200857,259164,16062635
2024-09-23,UK,45240,899,45019,16246097,260063,16107654
2024-09-22,UK,3510,575,3232,16249607,260638,16110886
2024-09-21,UK,35924,1346,35742,16285531,261984,16146628
2024-09-20,UK,28764,196,28721,16314295,262180,16175349
2024-09-19,UK,14744,1814,14357,16329039,263994,16189706
2024-09-18,UK,43955,340,43621,16372994,264334,16233327
2024-09-17,UK,5075,699,4893,16378069,265033,16238220
2024-09-16,UK,30752,1474,30263,16408821,266507,16268483
2024-09-15,UK,37762,106,37397,16446583,266613,16305880
2024-09-14,UK,21947,798,21831,16468530,267411,16327711
2024-09-13,UK,46835,115,46745,16515365,267526,16374456
2024-09-12,UK,32650,1947,32626,16548015,269473,16407082
2024-09-11,UK,27368,1447,26975,16575383,270920,16434057
2024-09-10,UK,23939,1602,23540,16599322,272522,16457597
2024-09-09,UK,5312,1836,5285,16604634,274358,16462882
2024-09-08,UK,42535,1159,42155,16647169,275517,16505037
2024-09-07,UK,35639,1172,35247,16682808,276689,16540284
2024-09-06,UK,2000,826,1720,16684808,277515,16542004
2024-09-05,UK,45025,63,44703,16729833,277578,16586707
2024-09-04,UK,41960,1649,41782,16771793,279227,16628489
2024-09-03,UK,18414,473,18212,16790207,279700,16646701
2024-09-02,UK,13444,1874,13186,16803651,281574,16659887
2024-09-01,UK,37893,601,37446,16841544,282175,16697333
2024-08-31,UK,25116,1681,24798,16866660,283856,16722131
2024-08-30,UK,16127,1233,15791,16882787,285089,16737922
2024-08-29,UK,6615,116,6264,16889402,285205,16744186
2024-08-28,UK,14838,463,14697,16904240,285668,16758883
2024-08-27,UK,6138,1402,6085,16910378,287070,16764968
2024-08-26,UK,7061,1107,6740,16917439,288177,16771708
2024-08-25,UK,2042,1840,1674,16919481,290017,16773382
2024-08-24,UK,10965,765,10736,16930446,290782,16784118
2024-08-23,UK,39683,1254,39253,16970129,292036,16823371
2024-08-22,UK,21342,369,20899,16991471,292405,16844270
2024-08-21,UK,7615,918,7232,16999086,293323,16851502
2024-08-20,UK,11174,1714,10894,17010260,295037,16862396
2024-08-19,UK,21840,258,21377,17032100,295295,16883773
2024-08-18,UK,39514,175,39279,17071614,295470,16923052
2024-08-17,UK,25885,1152,25867,17097499,296622,16948919
2024-08-16,UK,31498,178,31385,17128997,296800,16980304
2024-08-15,UK,21025,257,20554,17150022,297057,17000858
2024-08-14,UK,30981,553,30617,17181003,297610,17031475
2024-08-13,UK,23269,1172,22869,17204272,298782,17054344
2024-08-12,UK,45558,766,45216,17249830,299548,17099560
2024-08-11,UK,30836,686,30620,17280666,300234,17130180
2024-08-10,UK,36156,976,35657,17316822,301210,17165837
2024-08-09,UK,13344,1340,13091,17330166,302550,17178928
2024-08-08,UK,40302,1864,39995,17370468,304414,17218923
2024-08-07,UK,34127,383,33972,17404595,304797,17252895
2024-08-06,UK,15217,1700,14826,17419812,306497,17267721
2024-08-05,UK,45755,1837,45353,17465567,308334,17313074
2024-08-04,UK,41758,683,41520,17507325,309017,17354594
2024-08-03,UK,42682,1685,42384,17550007,310702,17396978
2024-08-02,UK,44591,1471,44372,17594598,312173,17441350
2024-08-01,UK,2898,1210,2614,17597496,313383,17443964
2024-07-31,UK,37727,228,37267,17635223,313611,17481231
2024-07-30,UK,848,1728,349,17636071,315339,17481580
2024-07-29,UK,46309,161,45859,17682380,315500,17527439
2024-07-28,UK,35553,1801,35113,17717933,317301,17562552
2024-07-27,UK,7257,598,7022,17725190,317899,17569574
2024-07-26,UK,49973,906,49677,17775163,318805,17619251
2024-07-25,UK,34931,1693,34626,17810094,320498,17653877
2024-07-24,UK,38454,185,38350,17848548,320683,17692227
2024-07-23,UK,39209,940,39133,17887757,321623,17731360
2024-07-22,UK,34749,1347,34644,17922506,322970,17766004
2024-07-21,UK,567,514,70,17923073,323484,17766074
2024-07-20,UK,9476,1657,9139,17932549,325141,17775213
2024-07-19,UK,49573,419,49450,17982122,325560,17824663
2024-07-18,UK,733,213,255,17982855,325773,17824918
2024-07-17,UK,32133,594,31674,18014988,326367,17856592
2024-07-16,UK,620,1510,280,18015608,327877,17856872
2024-07-15,UK,14303,633,14237,18029911,328510,17871109
2024-07-14,UK,34410,1922,34253,18064321,330432,17905362
2024-07-13,UK,15073,1750,15029,18079394,332182,17920391
2024-07-12,UK,13405,1622,13033,18092799,333804,17933424
2024-07-11,UK,47301,1745,46991,18140100,335549,17980415
2024-07-10,UK,19952,843,19833,18160052,336392,18000248
2024-07-09,UK,4300,1528,4188,18164352,337920,18004436
2024-07-08,UK,12660,1942,12505,18177012,339862,18016941
2024-07-07,UK,44060,1476,43804,18221072,341338,18060745
2024-07-06,UK,22931,1213,22721,18244003,342551,18083466
2024-07-05,UK,26306,587,26137,18270309,343138,18109603
2024-07-04,UK,38533,1168,38284,18308842,344306,18147887
2024-07-03,UK,14147,1702,13658,18322989,346008,18161545
2024-07-02,UK,12784,1679,12580,18335773,347687,18174125
2024-07-01,UK,38999,1945,38796,18374772,349632,18212921
2024-06-30,UK,46487,216,45988,18421259,349848,18258909
2024-06-29,UK,47129,1536,46780,18468388,351384,18305689
2024-06-28,UK,7992,1247,7945,18476380,352631,18313634
2024-06-27,UK,13355,289,13153,18489735,352920,18326787
